rank,county,parcel_id,item_id,address,city,buildability_gate,title_lien_tier,requires_attorney_review,recorder_search_url,ucc_search_url,rtc_3712_reference_url,title_report_ordered,recorder_chain_checked,ucc_checked,irs_lien_checked,special_assessment_checked,occupancy_verified,attorney_review_complete
429,Riverside,517290013,519,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
430,Riverside,373234008,249,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
431,Riverside,375312053,327,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
432,Riverside,375275020,324,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
433,Riverside,375034052,271,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
434,Riverside,375034003,264,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
435,Riverside,373092016,213,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
436,Riverside,373101013,217,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
437,Riverside,660071013,711,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
438,Riverside,869080017,931,NONE,Blythe,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
439,Riverside,869080018,932,NONE,Blythe,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
440,Riverside,635370014,649,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
441,Riverside,635370015,650,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
442,Riverside,373063003,211,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
443,Riverside,373063002,210,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
444,Riverside,651152051,691,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
445,Riverside,373112026,225,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
446,Riverside,636272010,664,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
447,Riverside,517085006,506,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
448,Riverside,383191001,385,NONE,Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
449,Riverside,313230032,82,NONE,Perris,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
450,Riverside,375021010,254,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
451,Riverside,517053004,503,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
452,Riverside,517053003,502,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
453,Riverside,657031002,701,NONE,Desert Hot Spgs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
454,Riverside,375055003,282,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
455,Riverside,375061037,284,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
456,Riverside,721203017,851,NONE,Coachella,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
457,Riverside,628370013,639,NONE,Desert Sands,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
458,Riverside,671110015,820,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
459,Riverside,636252010,663,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
460,Riverside,666070016,805,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
461,Riverside,636171003,659,NONE,Palm Springs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
462,Riverside,842223004,916,NONE,Blythe,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
463,Riverside,375034074,273,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
464,Riverside,723263002,868,NONE,Coachella,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
465,Riverside,361101011,171,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
466,Riverside,361101017,177,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
467,Riverside,361101015,175,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
468,Riverside,361101012,172,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
469,Riverside,361101016,176,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
470,Riverside,361101005,165,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
471,Riverside,949422019,978,NONE,Murrieta,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
472,Riverside,528214010,562,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
473,Riverside,281080011,62,NONE,Corona-Norco,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
474,Riverside,281080010,61,NONE,Corona-Norco,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
475,Riverside,361122020,191,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
476,Riverside,375203006,304,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
477,Riverside,375122017,290,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
478,Riverside,375034072,272,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
479,Riverside,517190069,512,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
480,Riverside,361122008,182,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
481,Riverside,361122006,180,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
482,Riverside,361122009,183,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
483,Riverside,383184008,383,NONE,Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
484,Riverside,361122015,189,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
485,Riverside,361122019,190,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
486,Riverside,361122010,184,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
487,Riverside,361122007,181,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
488,Riverside,361122005,179,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
489,Riverside,361122021,192,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
490,Riverside,375153031,298,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
491,Riverside,375203005,303,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
492,Riverside,375034029,268,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
493,Riverside,373112013,222,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
494,Riverside,373112023,223,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
495,Riverside,375034004,265,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
496,Riverside,361122011,185,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
497,Riverside,361122012,186,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
498,Riverside,361122014,188,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
499,Riverside,361122013,187,NONE,Wildomar,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
500,San Diego,2931211800,216,MILE HI RD JULIAN CA 92036,Julian,PASS,low,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
501,Riverside,179021001,25,NONE,Jurupa Valley,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
502,Riverside,438230040,427,NONE,Hemet,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
503,Riverside,377420006,333,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
504,Riverside,665164008,804,NONE,Desert Hot Spgs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
505,Riverside,271160007,56,NONE,Riverside,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
506,Riverside,377420007,334,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
507,Riverside,283190038,64,NONE,Corona-Norco,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
508,Riverside,377420011,338,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
509,Riverside,377420010,337,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
510,Riverside,427350006,415,NONE,Nuview,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
511,Riverside,377420012,339,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
512,Riverside,363540033,199,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
513,Riverside,381300016,370,NONE,Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
514,Riverside,363540032,198,NONE,Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
515,Riverside,577490027,612,NONE,Hemet,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
516,Riverside,243020017,35,NONE,Riverside,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
517,Riverside,541170037,573,NONE,Banning,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
518,Riverside,663342010,773,NONE,Desert Hot Spgs,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
519,Riverside,478040027,477,NONE,Moreno Valley,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
